Ticker,Year,Borrowings,CFO,CWIP,Depreciation,EquityCapital,FCF,FixedAssets,Interest,Investments,NetProfit,OperatingProfit,OtherAssets,OtherLiabilities,PBT,Reserves,Sales,TotalAssets,TotalLiabilities
DCMSHRIRAM,2026,2923,1234,532,138,31,354,7557,40,136,371,353,5912,3502,254,7681,3193,14137,14137
DCMSHRIRAM,2023,,,,74,,,,15,,32,114,,,47,,2708,,
DCMSHRIRAM,2024,,,,101,,,,38,,63,181,,,96,,2957,,
DCMSHRIRAM,2025,,,,119,,,,43,,159,309,,,246,,3272,,
DEEPAKFERT,2023,,,,91,,,,106,,61,282,,,97,,1853,,
DEEPAKFERT,2024,,,,100,,,,98,,253,486,,,301,,2579,,
DEEPAKFERT,2025,,,,108,,,,96,,141,353,,,195,,2830,,
DEEPAKFERT,2023,,,,59,,,,79,,114,281,,,162,,2313,,
DEEPAKFERT,2024,,,,95,,,,111,,200,464,,,270,,2281,,
DEEPAKFERT,2025,,,,103,,,,88,,244,513,,,345,,2659,,
DEEPAKFERT,2015,1384,-54,152,124,88,-213,1384,111,253,67,297,1651,584,98,1384,3808,3440,3440
DEEPAKFERT,2016,1970,-110,396,122,88,-458,1317,130,72,116,358,2668,957,177,1439,4309,4454,4454
DEEPAKFERT,2017,2013,796,385,135,88,51,2056,121,154,155,474,2453,1019,230,1928,4150,5048,5048
DEEPAKFERT,2018,3532,-132,654,163,88,-1073,2189,173,388,164,544,3761,1413,230,1958,5995,6991,6991
DEEPAKFERT,2019,3032,1310,1370,171,88,588,2209,229,252,73,457,3286,1988,110,2010,6742,7118,7118
DEEPAKFERT,2020,3015,578,1310,214,89,227,2712,243,12,89,465,2897,1735,103,2092,4685,6931,6931
DEEPAKFERT,2021,2593,1248,1619,212,103,1014,2621,188,449,406,961,2472,1865,588,2600,5808,7161,7161
DEEPAKFERT,2022,2656,1211,2428,233,121,222,2644,155,879,687,1356,2794,2204,1013,3764,7663,8744,8744
DEEPAKFERT,2023,3699,493,3528,69,126,-716,2678,55,600,257,469,4615,2655,360,4941,2796,11421,11421
DEEPAKFERT,2024,4149,732,754,102,126,-94,6258,112,261,230,438,4644,2226,296,5416,2086,11917,11917
DEEPAKFERT,2025,4152,1880,1408,109,126,763,6292,101,186,278,480,5018,2516,320,6110,2667,12905,12905
DEEPAKFERT,2026,5670,206,3046,106,126,-1386,6157,93,133,139,354,7151,3973,161,6718,3011,16488,16488
DEEPAKFERT,2023,,,,81,,,,107,,63,286,,,117,,2424,,
DEEPAKFERT,2024,,,,100,,,,103,,214,494,,,299,,2747,,
DEEPAKFERT,2025,,,,106,,,,75,,214,464,,,310,,3006,,
DEEPAKNTR,2023,,,,42,,,,3,,202,305,,,274,,2009,,
DEEPAKNTR,2024,,,,48,,,,6,,98,169,,,135,,1903,,
DEEPAKNTR,2025,,,,58,,,,11,,100,211,,,138,,1975,,
DEEPAKNTR,2023,,,,38,,,,2,,150,210,,,202,,1768,,
DEEPAKNTR,2024,,,,47,,,,6,,203,309,,,275,,2167,,
DEEPAKNTR,2025,,,,51,,,,8,,112,190,,,155,,1890,,
DEEPAKNTR,2015,545,108,44,36,21,18,549,38,3,53,140,530,235,67,325,1327,1125,1125
DEEPAKNTR,2016,529,167,36,40,23,81,594,40,87,63,169,580,295,89,450,1373,1296,1296
DEEPAKNTR,2017,724,49,349,48,26,-192,586,37,118,96,139,736,350,135,689,1371,1789,1789
DEEPAKNTR,2018,987,183,955,53,27,-438,588,47,32,79,204,1018,684,111,895,1651,2592,2592
DEEPAKNTR,2019,1187,60,34,78,27,-194,1716,87,2,174,421,1183,677,268,1044,2700,2935,2935
DEEPAKNTR,2020,1107,765,172,140,27,349,1832,118,2,611,1035,1210,538,806,1545,4230,3217,3217
DEEPAKNTR,2021,590,1002,220,153,27,788,1864,77,189,776,1252,1293,630,1042,2319,4360,3567,3567
DEEPAKNTR,2022,315,824,122,178,27,638,1963,36,439,1067,1607,1908,779,1434,3311,6802,4432,4432
DEEPAKNTR,2023,73,650,301,41,27,290,1942,4,379,234,348,2508,967,315,4063,1961,5129,5129
DEEPAKNTR,2024,286,874,774,46,27,110,2293,4,122,254,301,2907,1012,349,4769,2126,6095,6095
DEEPAKNTR,2025,1267,625,1649,51,27,-494,2457,9,511,202,317,3091,1053,279,5361,2180,7708,7708
DEEPAKNTR,2026,1638,539,1828,63,27,-658,3270,19,213,220,376,3370,1206,301,5810,2120,8681,8681
DEEPAKNTR,2023,,,,39,,,,3,,205,302,,,277,,1778,,
DEEPAKNTR,2024,,,,48,,,,6,,194,298,,,264,,2032,,
DEEPAKNTR,2025,,,,53,,,,8,,119,204,,,163,,1902,,
DELHIVERY,2023,,,,183,,,,22,,12,105,,,23,,2194,,
DELHIVERY,2024,,,,142,,,,33,,25,100,,,24,,2378,,
DELHIVERY,2025,,,,187,,,,37,,40,209,,,37,,2805,,
DELHIVERY,2023,,,,167,,,,20,,-89,-13,,,-92,,1930,,
DELHIVERY,2024,,,,119,,,,28,,54,96,,,53,,2172,,
DELHIVERY,2025,,,,147,,,,34,,91,141,,,90,,2294,,
DELHIVERY,2019,450.0,-243,1.0,170,0.96,-399,488.0,36,1155.0,-1783,-1618,2419.0,264.0,-1783,3348.0,1654,4063.0,4063.0
DELHIVERY,2020,794.0,-634,32.0,256,0.98,-847,744.0,49,1188.0,-269,-171,2394.0,432.0,-269,3130.0,2781,4357.0,4357.0
DELHIVERY,2021,1152.0,5,77.0,355,2.0,-244,1053.0,89,1128.0,-416,-123,2340.0,644.0,-416,2800.0,3647,4598.0,4598.0
DELHIVERY,2022,1102.0,-241,60.0,611,64.0,-780,3052.0,100,2091.0,-1011,-475,3048.0,1192.0,-1029,5893.0,6882,8251.0,8251.0
DELHIVERY,2023,923.0,-30,23.0,242,73.0,-624,2995.0,19,2094.0,-159,13,6078.0,1090.0,-173,9104.0,1860,11191.0,11191.0
DELHIVERY,2024,1169.0,472,29.0,200,74.0,4,3354.0,27,2776.0,-68,46,5295.0,1139.0,-71,9071.0,2076,11453.0,11453.0
DELHIVERY,2025,1422.0,567,33.0,142,75.0,92,3887.0,34,3578.0,73,119,4565.0,1209.0,72,9358.0,2192,12063.0,12063.0
DELHIVERY,2026,1463.0,911,1.0,183,75.0,-802,5432.0,34,2961.0,72,214,4383.0,1627.0,67,9612.0,2850,12777.0,12777.0
DELHIVERY,2023,,,,171,,,,20,,-103,-16,,,-105,,1942,,
DELHIVERY,2024,,,,131,,,,31,,10,51,,,9,,2190,,
DELHIVERY,2025,,,,178,,,,39,,-50,68,,,-53,,2559,,
DEVYANI,2023,,,,92.98,,,,48.24,,5.07,146.29,,,9.68,,843.13,,
DEVYANI,2024,,,,146.76,,,,66.98,,-7.64,213.21,,,8.52,,1294.40,,
DEVYANI,2025,,,,166.65,,,,70.02,,-10.98,230.93,,,-15.90,,1440.90,,
DEVYANI,2023,,,,79.60,,,,40.37,,-1.59,126.11,,,12.96,,846.63,,
DEVYANI,2024,,,,132.22,,,,62.99,,22.43,215.82,,,30.52,,1221.90,,
DEVYANI,2025,,,,149.68,,,,66.78,,2.23,205.88,,,2.74,,1356.97,,
DEVYANI,2016,348,,38,85,106,,491,43,0,-130,-1,192,196,-129,70,1012,720,720
DEVYANI,2017,306,90,15,137,106,21,406,88,0,-180,39,174,202,-178,-19,1048,596,596
DEVYANI,2018,371,91,56,55,106,-49,445,34,0,31,96,226,218,30,33,1111,728,728
DEVYANI,2019,488,278,12,203,106,137,1578,137,0,-94,205,218,1390,-93,-176,1311,1807,1807
DEVYANI,2020,1832,301,14,223,106,202,1635,161,0,-121,262,235,240,-120,-295,1516,1884,1884
DEVYANI,2021,1336,240,14,229,115,107,1392,155,0,-63,189,262,219,-64,-2,1135,1668,1668
DEVYANI,2022,1254,451,7,221,120,158,1756,129,0,155,476,500,322,123,566,2084,2263,2263
DEVYANI,2023,1565,637,15,78.36,120,213,2427,42.04,0,59.88,150.61,543,450,41.23,850,754.98,2985,2985
DEVYANI,2024,2906,766,11,125.90,121,305,4216,56.67,0,-48.96,130.25,705,971,-37.98,935,1047.08,4932,4932
DEVYANI,2025,3188,900,3,151.78,121,418,4622,69.53,1,-16.77,185.77,712,1057,-22.35,974,1212.59,5339,5339
DEVYANI,2026,3833,919,8,182.48,123,478,5686,70.10,2,-9.84,220.30,1054,1375,-14.58,1419,1436.86,6750,6750
DEVYANI,2023,,,,86.34,,,,41.66,,35.82,154.43,,,19.02,,819.47,,
DEVYANI,2024,,,,139.12,,,,65.33,,-4.92,195.70,,,-3.91,,1222.16,,
DEVYANI,2025,,,,155.18,,,,68.84,,-23.95,192.11,,,-29.15,,1376.75,,
DIVISLAB,2023,,,,95,,,,0,,358,489,,,489,,1855,,
DIVISLAB,2024,,,,99,,,,0,,589,743,,,726,,2319,,
DIVISLAB,2025,,,,118,,,,6,,583,890,,,780,,2604,,
DIVISLAB,2023,,,,93,,,,0,,356,504,,,492,,1778,,
DIVISLAB,2024,,,,97,,,,0,,430,622,,,604,,2118,,
DIVISLAB,2025,,,,112,,,,3,,545,729,,,733,,2410,,
DIVISLAB,2015,27,826,218,136,27,519,1309,3,733,852,1173,2145,883,1072,3469,3115,4405,4405
DIVISLAB,2016,42,1038,264,118,53,642,1439,5,803,1126,1423,2392,562,1393,4240,3776,4898,4898
DIVISLAB,2017,36,1150,444,123,53,774,1559,3,1631,1060,1450,2521,762,1395,5304,4064,6155,6155
DIVISLAB,2018,63,776,120,142,53,502,1996,2,1889,877,1269,2780,797,1231,5872,3891,6785,6785
DIVISLAB,2019,106,954,492,169,53,221,2088,5,1946,1353,1874,3511,973,1855,6904,4946,8036,8036
DIVISLAB,2020,39,1216,920,186,53,33,2782,7,971,1377,1826,3858,1183,1819,7257,5394,8531,8531
DIVISLAB,2021,5,1947,711,256,53,1037,3704,2,0,1984,2867,6356,1471,2666,9242,6969,10771,10771
DIVISLAB,2022,4,1912,470,312,53,1199,4325,2,72,2960,3885,8493,1628,3684,11675,8960,13360,13360
DIVISLAB,2023,3,2460,212,87,53,1987,4723,0,77,321,487,9413,1654,466,12714,1951,14425,14425
DIVISLAB,2024,3,1261,778,95,53,258,4739,2,82,538,731,9861,1886,713,13518,2303,15460,15460
DIVISLAB,2025,4,1653,1022,107,53,215,5442,1,65,662,886,10392,1948,864,14916,2585,16921,16921
DIVISLAB,2026,7,2738,2113,120,53,221,6528,6,69,751,934,11323,3265,963,16708,2831,20033,20033
DIVISLAB,2023,,,,95,,,,1,,348,479,,,469,,1909,,
DIVISLAB,2024,,,,99,,,,1,,510,716,,,722,,2338,,
DIVISLAB,2025,,,,113,,,,8,,689,888,,,912,,2715,,
DIXON,2023,,,,41,,,,22,,97,184,,,126,,4818,,
DIXON,2024,,,,75,,,,41,,216,391,,,285,,10454,,
DIXON,2025,,,,99,,,,43,,321,414,,,412,,10672,,
DIXON,2023,,,,34,,,,14,,67,132,,,90,,3272,,
DIXON,2024,,,,55,,,,29,,140,248,,,180,,6580,,
DIXON,2025,,,,93,,,,33,,280,482,,,366,,12836,,
DIXON,2015,82,44,0,7,3,23,97,10,6,13,32,221,157,17,82,1201,324,324
DIXON,2016,80,42,0,8,3,16,124,13,0,43,49,294,215,51,120,1389,417,417
DIXON,2017,43,53,2,11,11,15,137,16,0,48,92,650,549,66,186,2457,789,789
DIXON,2018,45,68,16,15,11,-5,179,13,11,61,113,759,606,88,304,2842,966,966
DIXON,2019,141,-3,19,22,11,-82,241,26,8,63,136,1224,971,94,367,2984,1491,1491
DIXON,2020,87,237,10,37,12,129,414,39,0,120,228,1273,1069,157,530,4400,1697,1697
DIXON,2021,295,170,72,44,12,2,550,33,95,160,292,2128,1814,217,726,6448,2846,2846
DIXON,2022,667,273,22,84,12,-145,1003,49,141,190,384,3111,2613,255,985,10697,4277,4277
DIXON,2023,453,726,120,32,12,276,1244,15,44,81,156,3272,2941,112,1273,3065,4679,4679
DIXON,2024,489,584,68,51,12,16,1996,21,20,97,182,4905,4806,130,1683,4658,6990,6990
DIXON,2025,671,1150,257,86,12,254,2774,46,536,465,443,13191,13077,576,2998,10293,16758,16758
DIXON,2026,994,1782,571,105,12,724,4172,24,1007,298,408,13412,13491,370,4665,10511,19162,19162
DIXON,2023,,,,36,,,,17,,113,199,,,149,,4943,,
DIXON,2024,,,,66,,,,38,,412,426,,,529,,11534,,
DIXON,2025,,,,96,,,,38,,746,561,,,924,,14855,,
DLF,2023,,,,38,,,,84,,656,511,,,512,,1521,,
DLF,2024,,,,39,,,,94,,1059,400,,,174,,1529,,
DLF,2025,,,,30,,,,36,,1203,390,,,723,,2020,,
DLF,2023,,,,36,,,,85,,526,396,,,373,,1423,,
DLF,2024,,,,37,,,,101,,645,229,,,458,,1362,,
DLF,2025,,,,34,,,,79,,763,364,,,515,,2717,,
DLF,2015,24495,2037,5901,545,356,1198,19619,2304,623,507,3014,40119,14398,668,27013,7649,66262,66262
DLF,2016,25264,2957,1779,766,357,2371,3943,2680,21310,305,3966,34697,12396,1026,23712,9926,61729,61729
DLF,2017,29202,-898,153,572,357,-1101,24640,2980,1209,708,3446,37952,10179,1030,24216,8221,63954,63954
DLF,2018,17491,270,137,534,357,-455,8082,2951,20832,4477,2378,31533,7783,8615,34954,6707,60585,60585
DLF,2019,17222,2043,103,225,441,1474,6322,2062,21005,1314,2148,39053,15684,646,33135,8366,66483,66483
DLF,2020,8103,356,89,200,495,217,5187,1427,18566,-590,1146,32049,13341,653,33952,6083,55890,55890
DLF,2021,6886,1460,95,159,495,1529,4856,853,19746,1083,1469,28791,11258,840,34849,5414,53488,53488
DLF,2022,4182,2832,81,149,495,2684,4862,625,19779,1500,1743,26444,10623,1165,35867,5717,51167,51167
DLF,2023,3334,2375,61,36,495,2321,4785,85,19481,570,398,28245,11551,397,37192,1456,52572,52572
DLF,2024,4834,2539,71,37,495,3166,3880,98,20138,920,754,34981,14804,802,38936,2135,59069,59069
DLF,2025,4103,5235,86,37,495,5140,3502,109,21336,1282,978,43549,21819,1053,42055,3128,68472,68472
DLF,2026,306,6347,159,48,495,6231,4117,21,21692,1269,411,48907,29096,649,44978,1814,74875,74875
DLF,2023,,,,37,,,,90,,622,462,,,464,,1348,,
DLF,2024,,,,38,,,,94,,1381,502,,,577,,1975,,
DLF,2025,,,,30,,,,63,,1180,284,,,1045,,1643,,
DMART,2023,,,,189,,,,15,,690,1120,,,949,,13572,,
DMART,2024,,,,228,,,,18,,724,1217,,,995,,15973,,
DMART,2025,,,,268,,,,37,,856,1463,,,1175,,18101,,
DMART,2023,,,,162,,,,15,,659,1035,,,897,,11865,,
DMART,2024,,,,193,,,,16,,774,1221,,,1054,,14069,,
DMART,2025,,,,232,,,,29,,773,1299,,,1057,,16360,,
DMART,2015,904,222,98,82,562,-255,1528,72,15,212,456,713,251,323,638,6439,2355,2355
DMART,2016,1192,433,82,98,562,435,2094,91,29,320,664,897,389,492,959,8584,3102,3102
DMART,2017,1497,455,153,128,624,-180,2578,122,26,479,969,3063,480,747,3218,11898,5819,5819
DMART,2018,439,730,147,159,624,-179,3400,60,68,806,1353,2033,540,1222,4045,15033,5648,5648
DMART,2019,700,807,377,212,624,-602,4400,47,17,902,1633,2212,718,1422,4963,20005,7006,7006
DMART,2020,333,1280,364,374,648,-426,5948,69,15,1301,2128,5749,663,1745,10432,24870,12076,12076
DMART,2021,393,1375,1020,414,648,-652,7009,42,3,1099,1745,5624,1079,1483,11536,24143,13655,13655
DMART,2022,647,1372,1129,498,648,-1017,9260,54,6,1492,2502,5076,1146,2064,13030,30976,15471,15471
DMART,2023,643,2630,829,164,648,424,11340,16,202,460,772,5733,1383,625,15430,10594,18105,18105
DMART,2024,592,2746,935,205,651,24,13415,13,107,563,944,6716,1882,763,18047,12727,21172,21172
DMART,2025,820,2463,1099,241,651,-954,16206,19,3,551,955,7004,2065,720,20777,14872,24313,24313
DMART,2026,2425,3467,1300,284,652,-646,20090,41,4,656,1211,8130,2635,904,23812,17684,29524,29524
DMART,2023,,,,174,,,,16,,623,1005,,,852,,12624,,
DMART,2024,,,,208,,,,16,,659,1094,,,903,,14444,,
DMART,2025,,,,253,,,,35,,685,1214,,,945,,16676,,
DOMS,2023,,,,14,,,,5,,39,69,,,52,,372,,
DOMS,2024,,,,18,,,,4,,54,88,,,73,,501,,
DOMS,2025,,,,22,,,,2,,61,103,,,82,,592,,
DOMS,2023,,,,11,,,,4,,36,62,,,49,,379,,
DOMS,2024,,,,15,,,,4,,54,86,,,73,,445,,
DOMS,2025,,,,20,,,,3,,59,99,,,79,,562,,
DOMS,2020,58.0,37,1.0,25,0.37,-19,196.0,4,0.0,38,76,203.0,101.0,48,240.0,654,400.0,400.0
DOMS,2021,134.0,15,3.0,35,0.37,-1,229.0,9,0.0,-6,30,226.0,90.0,-8,233.0,403,458.0,458.0
DOMS,2022,123.0,51,4.0,38,0.37,16,227.0,10,0.0,17,70,267.0,127.0,24,247.0,684,497.0,497.0
DOMS,2023,140.0,173,7.0,11,0.37,38,320.0,3,2.0,36,62,311.0,163.0,49,337.0,336,640.0,640.0
DOMS,2024,172.0,183,25.0,14,61.0,29,498.0,4,1.0,47,76,665.0,204.0,63,754.0,404,1190.0,1190.0
DOMS,2025,212.0,183,60.0,21,61.0,-26,690.0,4,1.0,51,88,759.0,297.0,69,942.0,509,1511.0,1511.0
DOMS,2026,141.0,254,162.0,23,61.0,-38,793.0,3,2.0,58,101,756.0,351.0,79,1159.0,604,1712.0,1712.0
DOMS,2023,,,,12,,,,4,,38,65,,,50,,382,,
DOMS,2024,,,,16,,,,4,,54,86,,,72,,458,,
DOMS,2025,,,,22,,,,2,,61,100,,,82,,568,,
DRREDDY,2023,,,,374,,,,39,,1381,2023,,,1829,,7237,,
DRREDDY,2024,,,,471,,,,82,,1404,2273,,,1874,,8381,,
DRREDDY,2025,,,,521,,,,94,,1190,1888,,,1543,,8753,,
DRREDDY,2023,,,,353,,,,37,,1405,2062,,,1850,,6758,,
DRREDDY,2024,,,,381,,,,60,,1392,2130,,,1883,,7696,,
DRREDDY,2025,,,,476,,,,83,,1410,2174,,,1905,,8572,,
DRREDDY,2015,4314,2524,529,760,85,1009,5377,108,2248,2336,3508,10303,4290,2900,9768,15023,18457,18457
DRREDDY,2016,3352,3263,772,939,85,2065,6563,83,3833,2131,3585,9162,4408,2859,12484,15568,20330,20330
DRREDDY,2017,4918,2144,3324,1027,83,926,6931,63,2110,1292,2472,9290,4474,1554,12179,14196,21654,21654
DRREDDY,2018,5071,1803,3470,1077,83,713,6968,79,2298,947,2351,9612,4706,1350,12489,14281,22349,22349
DRREDDY,2019,3838,2870,2934,1135,83,2248,7191,89,2587,1950,3178,9707,4557,2336,13941,15448,22418,22418
DRREDDY,2020,2210,2984,1535,1163,83,2412,6850,98,2678,2026,2477,12160,5414,1886,15516,17517,23223,23223
DRREDDY,2021,3031,3570,1565,1229,83,2323,8206,97,2212,1952,3874,14605,5915,2884,17558,19048,26588,26588
DRREDDY,2022,3384,2811,1293,1165,83,1238,8122,96,2616,2182,3768,17715,7149,3061,19129,21545,29746,29746
DRREDDY,2023,1347,5888,1030,316,83,4009,9219,35,4986,960,1534,16974,7576,1329,23203,6315,32209,32209
DRREDDY,2024,2002,4543,1419,368,83,1908,10426,59,4930,1310,1831,22004,8523,1605,28171,7114,38780,38780
DRREDDY,2025,4677,4643,2466,455,83,1327,18226,66,4051,1587,1998,23280,9797,2005,33466,8528,48023,48023
DRREDDY,2026,7734,5674,1460,557,84,2004,22063,106,5285,221,382,29315,12498,200,37808,7546,58123,58123
DRREDDY,2023,,,,376,,,,35,,1482,2008,,,1917,,6903,,
DRREDDY,2024,,,,397,,,,76,,1342,2076,,,1917,,8038,,
DRREDDY,2025,,,,505,,,,91,,1337,2010,,,1745,,8828,,
ECLERX,2023,,,,34,,,,6,,139,207,,,187,,753,,
ECLERX,2024,,,,36,,,,8,,137,207,,,184,,854,,
ECLERX,2025,,,,46,,,,10,,192,276,,,250,,1070,,
ECLERX,2023,,,,28,,,,6,,107,167,,,141,,684,,
ECLERX,2024,,,,32,,,,8,,112,166,,,148,,782,,
ECLERX,2025,,,,37,,,,10,,142,221,,,188,,935,,
ECLERX,2015,0,243,1,50,30,182,167,1,155,230,316,634,242,298,685,942,957,957
ECLERX,2016,4,418,0,57,41,366,365,1,219,342,482,704,192,460,1052,1314,1288,1288
ECLERX,2017,1,312,2,52,40,283,325,2,252,354,461,820,182,436,1176,1330,1398,1398
ECLERX,2018,6,305,0,48,38,264,343,1,165,290,368,910,208,380,1167,1365,1419,1419
ECLERX,2019,2,206,0,45,38,154,348,1,286,228,309,950,201,311,1344,1431,1584,1584
ECLERX,2020,157,333,1,71,36,299,480,20,437,209,326,806,260,281,1270,1438,1723,1723
ECLERX,2021,175,365,0,82,34,326,728,21,229,283,450,1033,315,381,1467,1564,1991,1991
ECLERX,2022,163,444,2,103,33,383,713,23,196,418,662,1145,324,560,1534,2160,2055,2055
ECLERX,2023,194,493,21,32,48,403,773,6,275,132,207,1206,365,174,1667,693,2274,2274
ECLERX,2024,266,526,1,34,48,462,850,6,406,130,196,1649,393,179,2199,767,2906,2906
ECLERX,2025,358,655,0,41,47,539,974,11,309,153,219,1856,475,199,2259,898,3139,3139
ECLERX,2026,385,873,5,50,92,756,1054,12,308,190,284,2330,751,252,2469,1107,3697,3697
ECLERX,2023,,,,30,,,,6,,136,205,,,182,,722,,
ECLERX,2024,,,,33,,,,8,,140,216,,,188,,832,,
ECLERX,2025,,,,42,,,,11,,183,271,,,245,,1005,,
EICHERMOT,2014,58,1047,419,220,27,79,2309,10,1078,702,1118,2597,3829,993,2489,8738,6403,6403
EICHERMOT,2023,,,,148,,,,12,,996,1090,,,1298,,4179,,
EICHERMOT,2024,,,,179,,,,13,,1170,1201,,,1461,,4973,,
EICHERMOT,2025,,,,211,,,,17,,1421,1557,,,1793,,6114,,
EICHERMOT,2023,,,,142,,,,10,,918,1021,,,1212,,3986,,
EICHERMOT,2024,,,,169,,,,12,,1101,1165,,,1441,,4393,,
EICHERMOT,2025,,,,198,,,,15,,1205,1203,,,1593,,5042,,
EICHERMOT,2016,23,1463,94,,27,954,790,,3388,,,667,1263,,3626,,4939,4939
EICHERMOT,2016,,,,137,,,,2,,1338,1690,,,1877,,6173,,
EICHERMOT,2017,112,1708,374,154,27,1161,873,4,4987,1667,2174,775,1552,2433,5318,7033,7009,7009
EICHERMOT,2018,151,2482,333,223,27,1736,1502,5,5581,1960,2809,2106,2341,3116,7003,8965,9522,9522
EICHERMOT,2019,187,1575,450,300,27,786,1875,7,4923,2203,2904,4140,2281,3297,8891,9797,11387,11387
EICHERMOT,2020,249,1694,312,382,27,1150,2378,19,5749,1827,2183,4011,2220,2355,9954,9154,12450,12450
EICHERMOT,2021,219,1691,314,451,27,1176,2433,16,3902,1347,1783,7909,2901,1798,11411,8720,14559,14559
EICHERMOT,2022,108,1527,505,452,27,888,2424,19,7721,1677,2178,5490,3424,2203,12581,10298,16140,16140
EICHERMOT,2023,288,2823,472,148,27,2149,2690,8,12321,906,934,3715,3919,1156,14963,3804,19198,19198
EICHERMOT,2024,419,3724,555,165,27,2909,2914,15,13527,1070,1129,6119,4650,1385,18018,4256,23115,23115
EICHERMOT,2025,458,3980,491,201,27,2951,3473,16,14791,1362,1258,8419,5420,1669,21269,5241,27174,27174
EICHERMOT,2026,514,4805,203,232,27,3538,4385,20,17496,1520,1514,10080,6549,1937,25073,6080,32164,32164
EICHERMOT,2023,,,,143,,,,13,,1016,1087,,,1307,,4115,,
EICHERMOT,2024,,,,180,,,,13,,1100,1088,,,1362,,4263,,
EICHERMOT,2025,,,,200,,,,19,,1369,1512,,,1779,,6172,,
EIDPARRY,2023,,,,112,,,,53,,217,412,,,288,,7770,,
EIDPARRY,2024,,,,130,,,,99,,416,694,,,582,,8720,,
EIDPARRY,2025,,,,204,,,,103,,437,835,,,588,,10312,,
EIDPARRY,2023,,,,94,,,,82,,325,664,,,477,,7026,,
EIDPARRY,2024,,,,117,,,,84,,226,468,,,327,,6747,,
EIDPARRY,2025,,,,176,,,,104,,464,805,,,615,,8724,,
EIDPARRY,2015,4823,222,75,244,18,35,3476,420,369,276,1014,8979,5849,455,2209,13952,12899,12899
EIDPARRY,2016,5144,437,77,250,18,233,3343,451,688,175,841,10022,6600,319,2370,15358,14131,14131
EIDPARRY,2017,3923,1969,39,248,18,1839,3297,417,569,708,1426,9459,6691,920,2733,14391,13364,13364
EIDPARRY,2018,4470,259,54,251,18,82,3197,336,430,517,1305,10847,7088,868,2952,15373,14528,14528
EIDPARRY,2019,5125,-52,203,272,18,-396,3077,425,418,438,1450,12203,7649,837,3110,16556,15901,15901
EIDPARRY,2020,4347,1986,85,319,18,1628,3858,430,413,889,1887,10579,7069,1266,3502,17129,14936,14936
EIDPARRY,2021,1229,4771,206,332,18,4455,3583,236,453,1000,2089,9014,7444,1539,4565,18556,13257,13257
EIDPARRY,2022,1259,2278,160,334,18,1845,3763,152,563,1574,2375,11456,9358,2129,5308,23521,15943,15943
EIDPARRY,2023,1618,359,486,105,18,-370,3889,87,609,287,615,13794,11076,428,6067,6860,18778,18778
EIDPARRY,2024,1740,1974,520,113,18,1051,4896,86,1275,294,459,14796,12688,382,7040,5557,21487,21487
EIDPARRY,2025,2704,1936,422,142,18,1323,6148,96,1453,539,513,16348,13731,735,7918,6811,24371,24371
EIDPARRY,2026,3528,1542,304,226,18,5,8292,119,2477,-287,611,18181,16960,-162,8748,7882,29254,29254
EIDPARRY,2023,,,,101,,,,74,,782,1053,,,1029,,9059,,
EIDPARRY,2024,,,,123,,,,94,,592,959,,,811,,9330,,
EIDPARRY,2025,,,,158,,,,129,,766,1198,,,1062,,11624,,
EIHOTEL,2023,,,,34,,,,5,,230,324,,,304,,741,,
EIHOTEL,2024,,,,34,,,,6,,279,357,,,364,,800,,
EIHOTEL,2025,,,,37,,,,6,,255,376,,,360,,873,,
EIHOTEL,2023,,,,32,,,,6,,106,155,,,145,,498,,
EIHOTEL,2024,,,,33,,,,5,,97,135,,,134,,527,,
EIHOTEL,2025,,,,33,,,,6,,37,160,,,54,,574,,
EIHOTEL,2015,418,321,93,168,114,178,2615,46,254,76,331,757,691,145,2496,1669,3719,3719
EIHOTEL,2016,318,231,115,133,114,164,2230,28,301,143,345,958,556,224,2616,1661,3604,3604
EIHOTEL,2017,359,243,321,128,114,-13,2092,18,288,118,263,979,540,178,2666,1529,3680,3680
EIHOTEL,2018,502,272,148,117,114,-37,2548,23,327,196,300,1042,680,281,2768,1599,4064,4064
EIHOTEL,2019,550,282,79,133,114,125,2628,50,428,149,406,1107,698,231,2879,1811,4242,4242
EIHOTEL,2020,647,317,130,146,114,147,3007,56,459,165,295,846,658,166,3022,1596,4442,4442
EIHOTEL,2021,510,-139,169,129,125,-210,2885,41,411,-375,-354,659,510,-476,2979,494,4125,4125
EIHOTEL,2022,475,-19,55,124,125,13,2854,35,365,-95,-34,863,635,-93,2902,985,4137,4137
EIHOTEL,2023,238,614,96,32,125,477,2871,12,384,92,204,1044,782,145,3250,637,4395,4395
EIHOTEL,2024,199,712,170,33,125,494,2885,2,448,248,304,1542,906,338,3814,741,5045,5045
EIHOTEL,2025,265,825,308,33,125,346,3143,6,548,262,351,1833,953,355,4488,827,5831,5831
EIHOTEL,2026,252,993,218,38,125,302,3881,6,656,249,334,1801,1041,368,5137,895,6556,6556
EIHOTEL,2023,,,,33,,,,6,,94,143,,,130,,531,,
EIHOTEL,2024,,,,34,,,,5,,133,175,,,175,,589,,
EIHOTEL,2025,,,,35,,,,6,,117,154,,,166,,598,,
ELECON,2023,,,,12.64,,,,1.49,,90.40,120.39,,,117.49,,473.56,,
ELECON,2024,,,,15.54,,,,3.46,,107.54,142.58,,,140.24,,528.89,,
