Ticker,Year,Borrowings,CFO,CWIP,Depreciation,EquityCapital,FCF,FixedAssets,Interest,Investments,NetProfit,OperatingProfit,OtherAssets,OtherLiabilities,PBT,Reserves,Sales,TotalAssets,TotalLiabilities
HDFCAMC,2024,,,,15,,,,2,,641,764,,,840,,935,,
HDFCAMC,2025,,,,18,,,,3,,769,876,,,1014,,1075,,
HDFCAMC,2023,,,,13,,,,2,,477,428,,,571,,575,,
HDFCAMC,2024,,,,13,,,,2,,604,594,,,752,,775,,
HDFCAMC,2025,,,,17,,,,3,,748,773,,,986,,968,,
HDFCAMC,2023,0,1149,2,13,107,1135,150,2,6076,376,410,307,428,492,6001,541,6536,6536
HDFCAMC,2024,0,1615,1,13,107,1596,153,2,7156,541,539,244,479,679,6968,695,7554,7554
HDFCAMC,2025,0,2075,0,17,107,2030,198,3,8255,638,730,297,621,835,8023,901,8751,8751
HDFCAMC,2026,0,2528,2,19,214,2506,273,4,9362,623,845,355,763,834,9015,1052,9991,9991
HDFCAMC,2023,,,,13,,,,2,,437,481,,,588,,643,,
HDFCAMC,2024,,,,14,,,,2,,577,703,,,858,,887,,
HDFCAMC,2025,,,,18,,,,3,,718,801,,,876,,1027,,
HDFCBANK,2015,,-21281,0,,501,-22020,3225,,149454,,,454417,34181,,62653,,607097,607097
HDFCBANK,2016,,-34435,0,,506,-35301,3667,,193634,,,564912,38321,,73798,,762212,762212
HDFCBANK,2017,,17282,0,,513,16134,4000,,210777,,,677567,59000,,91281,,892344,892344
HDFCBANK,2018,,17214,0,,519,16377,4008,,238461,,,860717,48770,,109080,,1103186,1103186
HDFCBANK,2019,,-62872,0,,545,-64470,4369,,289446,,,998991,58898,,153128,,1292806,1292806
HDFCBANK,2020,,-16869,0,,548,-18486,4776,,389305,,,1186750,71430,,175810,,1580830,1580830
HDFCBANK,2021,,42476,0,,551,40796,5248,,438823,,,1355435,78279,,209259,,1799507,1799507
HDFCBANK,2022,,-11960,0,,555,-14176,6432,,449264,,,1667238,90639,,246772,,2122934,2122934
HDFCBANK,2023,,20814,0,,558,17390,8431,,511582,,,2010419,101783,,288880,,2530432,2530432
HDFCBANK,2024,,19069,0,,760,14882,12604,,1005682,,,3011909,466296,,455636,,4030194,4030194
HDFCBANK,2025,,127242,0,,765,123267,15258,,1186473,,,3190379,524817,,521024,,4392110,4392110
HDFCBANK,2026,,113506,0,,1539,110144,16492,,1280216,,,3611333,638404,,579975,,4908041,4908041
HDFCLIFE,2023,,,,0,,,,0,,368,264,,,367,,26927,,
HDFCLIFE,2024,,,,0,,,,0,,421,448,,,419,,17300,,
HDFCLIFE,2025,,,,0,,,,0,,418,271,,,445,,29428,,
HDFCLIFE,2023,,,,0,,,,0,,417,326,,,440,,23371,,
HDFCLIFE,2024,,,,0,,,,0,,479,311,,,401,,26934,,
HDFCLIFE,2025,,,,0,,,,0,,548,439,,,604,,29463,,
HDFCLIFE,2015,0,4459,6,43,1995,4352,346,-14,67024,786,874,1932,66767,924,546,27215,69309,69309
HDFCLIFE,2016,0,5687,12,45,1995,5654,335,8,74144,817,953,2053,73441,1008,1108,18141,76544,76544
HDFCLIFE,2017,0,6230,16,41,1998,6183,337,9,91723,887,972,3020,91270,1061,1828,30647,95097,95097
HDFCLIFE,2018,0,6739,5,44,2012,6706,336,11,106590,1107,1074,3551,105778,1300,2693,32260,110483,110483
HDFCLIFE,2019,0,9868,10,45,2017,9825,370,14,124958,1278,1215,4682,124378,1291,3625,38855,130020,130020
HDFCLIFE,2020,0,7388,8,47,2019,7351,322,0,127256,1297,1141,4637,125417,1463,4788,29380,132224,132224
HDFCLIFE,2021,600,9703,14,51,2021,9643,585,0,173564,1361,1235,5493,170415,1629,6619,71528,179655,179655
HDFCLIFE,2022,600,5943,20,56,2113,5887,6605,0,216551,1327,778,7559,214521,1487,13501,67126,230734,230734
HDFCLIFE,2023,950,6883,31,0,2149,6797,997,0,238197,362,-358,8844,234126,525,10844,20857,248069,248069
HDFCLIFE,2024,950,10721,28,0,2151,10587,1549,0,291128,412,275,9982,287071,450,12515,28041,302687,302687
HDFCLIFE,2025,2950,15597,109,0,2153,15300,2143,0,334756,475,377,12404,330307,500,14002,24191,349412,349412
HDFCLIFE,2026,3099,22625,0,0,2158,22341,746,0,375448,497,108,14308,369654,537,15592,19890,390502,390502
HDFCLIFE,2023,,,,0,,,,0,,378,-415,,,-279,,23142,,
HDFCLIFE,2024,,,,0,,,,0,,435,-310,,,-30,,28497,,
HDFCLIFE,2025,,,,0,,,,0,,448,315,,,471,,20651,,
HEG,2023,,,,47,,,,10,,44,87,,,59,,562,,
HEG,2024,,,,51,,,,9,,83,67,,,119,,478,,
HEG,2025,,,,54,,,,9,,207,143,,,246,,656,,
HEG,2023,,,,38,,,,9,,139,151,,,172,,671,,
HEG,2024,,,,48,,,,8,,23,39,,,24,,571,,
HEG,2025,,,,53,,,,8,,105,105,,,127,,617,,
HEG,2015,917,276,108,75,40,249,907,77,223,36,182,1009,315,44,974,1228,2246,2246
HEG,2016,782,249,27,79,40,218,932,60,227,4,137,767,176,1,956,870,1953,1953
HEG,2017,684,157,1,74,40,154,889,55,231,-44,81,732,216,-41,913,859,1853,1853
HEG,2018,297,594,2,73,40,580,833,56,248,1099,1721,1656,534,1605,1868,2748,2739,2739
HEG,2019,667,1488,19,72,39,1441,788,18,942,3026,4662,3396,684,4677,3755,6591,5144,5144
HEG,2020,594,739,101,72,39,503,745,37,1245,68,-5,2348,332,29,3473,2145,4438,4438
HEG,2021,298,716,373,73,39,460,694,11,1358,-18,-53,1819,451,-23,3456,1254,4244,4244
HEG,2022,665,-141,696,79,39,-499,763,7,1171,431,530,2678,730,560,3875,2201,5308,5308
HEG,2023,743,113,472,33,39,-364,1363,7,859,100,123,2998,668,125,4242,617,5692,5692
HEG,2024,623,612,212,50,39,244,1816,9,1200,33,41,2474,653,46,4387,547,5701,5701
HEG,2025,588,280,71,55,39,102,1938,12,1400,-74,-61,2238,607,-85,4415,537,5648,5648
HEG,2026,796,213,224,53,39,-36,1789,11,1478,-114,-148,2676,612,-140,4719,603,6166,6166
HEG,2023,,,,38,,,,9,,96,102,,,118,,614,,
HEG,2024,,,,48,,,,9,,82,97,,,103,,568,,
HEG,2025,,,,54,,,,9,,143,118,,,175,,699,,
HEROMOTOCO,2023,,,,194,,,,23,,1091,1385,,,1456,,9788,,
HEROMOTOCO,2024,,,,209,,,,17,,1108,1416,,,1497,,10260,,
HEROMOTOCO,2025,,,,219,,,,20,,1275,1752,,,1692,,12487,,
HEROMOTOCO,2023,,,,180,,,,21,,701,1117,,,982,,8851,,
HEROMOTOCO,2024,,,,205,,,,19,,1032,1407,,,1408,,10211,,
HEROMOTOCO,2025,,,,206,,,,21,,1706,1413,,,2126,,9728,,
HEROMOTOCO,2015,100,2186,719,540,40,955,2952,12,3118,2364,3520,3864,4014,3292,6500,27538,10654,10654
HEROMOTOCO,2016,232,3722,653,443,40,2094,3784,15,4501,3112,4424,3958,3829,4387,8794,28457,12896,12896
HEROMOTOCO,2017,261,4007,581,502,40,2771,4599,27,6066,3546,4585,4066,4736,4885,10276,28610,15312,15312
HEROMOTOCO,2018,228,4017,355,575,40,3196,4961,31,7669,3722,5334,4411,5197,5292,11932,32458,17397,17397
HEROMOTOCO,2019,312,1032,573,624,40,57,4952,37,6114,3466,5025,6865,5072,5104,13080,33971,18504,18504
HEROMOTOCO,2020,453,5518,391,846,40,4230,6473,47,8359,3659,4070,4451,4815,4611,14366,29254,19674,19674
HEROMOTOCO,2021,584,4110,495,715,40,3537,6380,46,10582,2936,4058,5639,7096,3849,15376,30959,23096,23096
HEROMOTOCO,2022,605,2104,517,690,40,1545,6194,53,10528,2329,3256,5240,6027,3058,15807,29551,22478,22478
HEROMOTOCO,2023,568,2614,454,180,40,2052,6159,19,10891,811,1089,6413,6694,1128,16616,8434,23917,23917
HEROMOTOCO,2024,606,4923,484,197,40,4146,6232,8,12751,943,1319,6685,7847,1292,17659,9617,26153,26153
HEROMOTOCO,2025,700,4297,487,204,40,3463,6283,17,14384,1169,1441,7236,8418,1565,19232,9970,28390,28390
HEROMOTOCO,2026,779,8315,245,220,40,7227,6894,19,19286,1474,1870,7028,11063,1841,21571,12978,33453,33453
HEROMOTOCO,2023,,,,187,,,,25,,1007,1360,,,1360,,9533,,
HEROMOTOCO,2024,,,,206,,,,18,,1066,1450,,,1464,,10483,,
HEROMOTOCO,2025,,,,210,,,,19,,1321,1766,,,1777,,12218,,
HEXT,2014,0,413,35,44,60,353,514,2,186,320,448,1019,463,418,1230,2582,1754,1754
HEXT,2015,0,393,116,48,60,257,533,1,41,393,545,1330,587,505,1373,3124,2021,2021
HEXT,2016,0,473,323,55,60,251,479,1,21,419,577,1488,570,560,1681,3535,2311,2311
HEXT,2017,0,476,256,63,59,381,541,2,21,500,656,1726,538,641,1948,3942,2545,2545
HEXT,2018,0,549,224,65,59,488,574,3,13,583,736,2322,742,727,2332,4648,3133,3133
HEXT,2019,143,596,86,103,60,467,2038,10,3,641,881,2042,1260,779,2706,5583,4169,4169
HEXT,2020,236,1438,10,232,60,1397,2478,52,0,622,1050,2649,1666,800,3176,6262,5138,5138
HEXT,2021,374,980,12,224,60,871,2391,38,123,749,1136,3147,1511,941,3728,7178,5674,5674
HEXT,2022,456,821,6,244,60,702,2588,38,0,884,1226,3920,1934,1123,4063,9200,6514,6514
HEXT,2023,394,1516,55,94,61,1452,2454,7,251,193,331,4442,2173,240,4574,2616,7202,7202
HEXT,2024,574,1548,131,76,61,1417,3760,21,0,321,490,5104,3063,417,5296,3154,8994,8994
HEXT,2025,681,1739,50,124,61,1576,5130,31,145,292,378,5577,3906,326,6255,3478,10902,10902
HEXT,2020,,,,64,,,,15,,152,271,,,189,,1569,,
HEXT,2024,,,,69,,,,12,,275,431,,,380,,2936,,
HEXT,2025,,,,75,,,,21,,380,404,,,468,,3261,,
HEXT,2020,,,,52,,,,11,,175,234,,,215,,1542,,
HEXT,2024,,,,60,,,,10,,279,418,,,358,,2749,,
HEXT,2025,,,,74,,,,22,,327,528,,,436,,3208,,
HEXT,2026,,,,91,,,,29,,352,571,,,473,,3613,,
HEXT,2020,,,,57,,,,13,,163,277,,,201,,1586,,
HEXT,2024,,,,74,,,,23,,300,491,,,406,,3136,,
HEXT,2025,,,,89,,,,26,,370,601,,,497,,3484,,
HEXT,,,,,378,,,,107,,1393,1954,,,1763,,13836,,
HFCL,2023,,,,19,,,,37,,82,117,,,108,,1032,,
HFCL,2024,,,,26,,,,47,,73,152,,,100,,1012,,
HFCL,2025,,,,44,,,,63,,102,228,,,138,,1211,,
HFCL,2023,,,,21,,,,36,,76,146,,,103,,995,,
HFCL,2024,,,,24,,,,42,,111,175,,,119,,1158,,
HFCL,2025,,,,32,,,,56,,-29,28,,,-45,,871,,
HFCL,2015,398,129,4,34,124,111,199,44,272,324,281,1373,572,312,753,2553,1847,1847
HFCL,2016,544,0,1,26,124,-51,175,62,57,156,273,1943,791,156,716,2872,2175,2175
HFCL,2017,539,136,2,22,124,110,188,62,50,124,187,2035,773,124,840,2131,2275,2275
HFCL,2018,469,207,10,23,124,166,196,64,55,172,283,2327,941,220,1055,3227,2588,2588
HFCL,2019,590,34,86,27,127,-143,238,92,60,232,418,2911,1262,339,1314,4738,3294,3294
HFCL,2020,734,172,34,42,128,5,504,115,58,237,493,3233,1427,358,1540,3839,3829,3829
HFCL,2021,942,145,36,69,128,41,508,175,41,246,550,4631,2358,337,1788,4423,5216,5216
HFCL,2022,783,205,108,78,137,23,528,166,55,326,650,4480,1590,442,2661,4727,5171,5171
HFCL,2023,936,235,268,21,138,-105,548,38,70,79,154,4586,1429,109,2970,1433,5473,5473
HFCL,2024,991,-45,469,20,144,-454,652,40,194,109,196,5172,1540,149,3812,1326,6487,6487
HFCL,2025,1522,396,602,30,144,-12,852,51,158,-83,-37,5935,1945,-105,3935,801,7546,7546
HFCL,2026,1744,-378,85,45,153,-723,1617,63,135,184,314,7031,2232,228,4738,1824,8868,8868
HFCL,2023,,,,21,,,,35,,70,133,,,94,,1111,,
HFCL,2024,,,,25,,,,45,,73,158,,,102,,1094,,
HFCL,2025,,,,36,,,,61,,72,190,,,106,,1043,,
HINDALCO,2023,,,,1874,,,,944,,2331,5865,,,3328,,52808,,
HINDALCO,2024,,,,1939,,,,817,,3735,7583,,,5296,,58390,,
HINDALCO,2025,,,,2220,,,,881,,2049,7991,,,2829,,66521,,
HINDALCO,2023,,,,1786,,,,992,,2454,5714,,,3317,,52991,,
HINDALCO,2024,,,,1892,,,,859,,3074,7503,,,4848,,57013,,
HINDALCO,2025,,,,2080,,,,754,,4004,7906,,,5676,,64232,,
HINDALCO,2015,68468,7143,14111,3493,207,1427,71959,4178,12346,259,8844,43330,34950,340,38122,104281,141746,141746
HINDALCO,2016,67552,11688,4214,4347,207,7636,85648,5134,12463,-702,7778,38821,32986,-203,40402,98759,141146,141146
HINDALCO,2017,63817,12687,1814,4457,223,9818,84687,5742,15157,1882,12317,44486,36268,3315,45836,100184,146144,146144
HINDALCO,2018,52074,10898,2063,4506,223,7942,85088,3911,10781,6083,13695,49081,40088,8157,54629,115183,147014,147014
HINDALCO,2019,52415,11977,4097,4777,222,6009,85860,3778,9012,5495,15511,53003,42056,8083,57279,130542,151972,151972
HINDALCO,2020,68399,12665,7721,5091,222,5933,89195,4197,9411,3767,14306,62291,41902,5924,58095,118144,168618,168618
HINDALCO,2021,67206,17232,10202,6628,222,11715,100269,3738,17133,3483,17559,61218,55083,6206,66311,132008,188822,188822
HINDALCO,2022,64486,16838,4945,6729,222,11483,106874,3768,14119,13730,28347,95917,79178,19103,77969,195059,221855,221855
HINDALCO,2023,60291,19208,7700,1856,222,9571,110626,986,14116,2411,5327,91047,68392,2839,94584,55857,223489,223489
HINDALCO,2024,56356,24056,14867,2018,222,8378,111810,888,15444,3174,6680,88602,68221,4136,105924,55994,230723,230723
HINDALCO,2025,63929,24410,27397,2118,222,4006,116556,874,24158,5284,8836,96189,76662,6550,123487,64890,264300,264300
HINDALCO,2026,99161,10250,47569,2375,222,-19508,132208,1042,24958,2597,10014,143060,112051,3451,136361,78133,347795,347795
HINDALCO,2023,,,,1843,,,,1034,,2196,5612,,,3231,,54169,,
HINDALCO,2024,,,,1932,,,,869,,3909,7883,,,5643,,58203,,
HINDALCO,2025,,,,2155,,,,803,,4741,8966,,,6540,,66058,,
HINDCOPPER,2023,,,,30,,,,4,,63,107,,,82,,399,,
HINDCOPPER,2024,,,,38,,,,1,,63,108,,,84,,328,,
HINDCOPPER,2025,,,,48,,,,2,,156,340,,,213,,687,,
HINDCOPPER,2023,,,,41,,,,4,,47,93,,,62,,371,,
HINDCOPPER,2024,,,,38,,,,3,,113,188,,,154,,494,,
HINDCOPPER,2025,,,,41,,,,2,,134,212,,,179,,516,,
HINDCOPPER,2019,1070,252,1022,253,463,-341,317,60,0,145,506,2005,636,230,1174,1816,3343,3343
HINDCOPPER,2020,1564,86,1232,291,463,-354,337,62,0,-569,-242,1757,802,-538,497,832,3326,3326
HINDCOPPER,2021,1137,832,1179,295,463,465,322,64,1,110,411,1544,819,87,627,1787,3046,3046
HINDCOPPER,2022,409,1052,683,150,484,633,282,30,1,374,512,2199,844,382,1428,1822,3164,3164
HINDCOPPER,2023,156,674,731,61,484,329,1326,3,10,132,186,1127,956,174,1599,560,3194,3194
HINDCOPPER,2024,223,341,917,59,484,-193,1430,4,29,124,226,1102,971,184,1802,565,3479,3479
HINDCOPPER,2025,167,544,766,52,484,132,1731,2,27,187,267,1183,880,259,2177,731,3708,3708
HINDCOPPER,2026,111,1474,741,67,484,1348,1922,1,25,444,628,1728,963,592,2859,1156,4416,4416
HINDCOPPER,2023,,,,46,,,,4,,61,121,,,83,,381,,
HINDCOPPER,2024,,,,48,,,,1,,102,152,,,135,,518,,
HINDCOPPER,2025,,,,44,,,,0,,184,282,,,249,,718,,
HINDPETRO,2023,,,,1345,,,,620,,713,2160,,,986,,111348,,
HINDPETRO,2024,,,,1518,,,,931,,2544,5495,,,3509,,110608,,
HINDPETRO,2025,,,,1674,,,,734,,4011,6998,,,5317,,115153,,
HINDPETRO,2023,,,,1371,,,,627,,6766,9646,,,8947,,112079,,
HINDPETRO,2024,,,,1484,,,,733,,634,2089,,,805,,113888,,
HINDPETRO,2025,,,,1604,,,,817,,4111,7461,,,5547,,110825,,
HINDPETRO,2015,36916,19410,3950,2497,339,13097,45425,1841,6113,1489,4733,30257,34905,2231,13585,216648,85745,85745
HINDPETRO,2016,22160,6651,1914,2846,339,1827,34086,723,9185,4675,8335,24368,30729,6735,16325,177910,69553,69553
HINDPETRO,2017,22130,10254,1867,2776,1016,4400,36876,609,11773,8236,10886,29811,37127,11197,20055,187493,80329,80329
HINDPETRO,2018,21952,11037,4011,2834,1524,4334,38695,618,12882,7218,10778,34094,42197,10110,24008,219510,89681,89681
HINDPETRO,2019,28192,8554,9519,3085,1524,-2713,41642,786,14297,6691,11527,41896,48762,10039,28876,275491,107354,107354
HINDPETRO,2020,44001,5469,17170,3370,1524,-8325,48952,1139,14396,2639,5204,36400,41935,1374,29456,269092,116918,116918
HINDPETRO,2021,43709,17829,25336,3625,1452,6222,50912,963,15093,10663,16055,42887,52438,14197,36628,233248,134228,134228
HINDPETRO,2022,48498,15810,28907,4000,1419,3782,58126,997,18867,7294,10244,48775,64774,9144,39985,349913,154676,154676
HINDPETRO,2023,70671,-3466,25607,1238,1419,-12646,68387,537,23689,3608,5130,43703,58452,4713,30844,108056,161387,161387
HINDPETRO,2024,66684,23852,20078,1632,1419,13906,79763,720,29540,2709,4882,53413,69188,3124,45502,114678,182794,182794
HINDPETRO,2025,70558,14228,17967,1623,2128,4809,86179,757,27046,3415,5788,63577,73067,4338,49016,109633,194770,194770
HINDPETRO,2026,55964,36111,7894,2457,2128,27898,100568,1020,28012,6065,9211,66565,81519,7644,63428,114937,203039,203039
HINDPETRO,2023,,,,1247,,,,590,,5827,8240,,,7443,,95752,,
HINDPETRO,2024,,,,1530,,,,944,,143,2296,,,348,,99957,,
HINDPETRO,2025,,,,1612,,,,824,,3859,6852,,,5131,,100856,,
HINDUNILVR,2023,,,,313,,,,91,,2508,3665,,,3445,,15567,,
HINDUNILVR,2024,,,,318,,,,109,,2989,3689,,,3995,,15556,,
HINDUNILVR,2025,,,,337,,,,88,,6603,3781,,,7404,,16441,,
HINDUNILVR,2023,,,,286,,,,50,,2556,3664,,,3474,,15496,,
HINDUNILVR,2024,,,,329,,,,93,,2612,3742,,,3529,,15707,,
HINDUNILVR,2025,,,,361,,,,127,,2768,3717,,,3303,,16514,,
HINDUNILVR,2015,43,3292,516,322,216,3246,2821,18,3025,4376,5412,8067,10359,6320,3811,31972,14430,14430
HINDUNILVR,2016,177,4171,408,353,216,3460,3258,17,2592,4151,5910,8535,8043,6026,6357,32186,14793,14793
HINDUNILVR,2017,277,5185,229,432,216,4248,4419,35,3794,4490,6328,7264,8685,6467,6528,33162,15706,15706
HINDUNILVR,2018,0,6059,461,520,216,5196,4528,26,2873,5227,7499,10000,10581,7306,7065,35545,17862,17862
HINDUNILVR,2019,99,5800,406,565,216,5046,4715,33,2716,6060,8880,10792,10663,8604,7651,39310,18629,18629
HINDUNILVR,2020,0,7623,597,1002,216,6813,5479,118,1255,6756,9861,12822,11924,9165,8013,39783,20153,20153
HINDUNILVR,2021,0,9163,745,1074,235,5097,51443,117,2709,7999,11626,13843,21066,10605,47439,47028,68740,68740
HINDUNILVR,2022,1043,9048,1313,1091,235,7995,51473,106,3521,8892,12857,14199,20402,11879,48826,52446,70506,70506
HINDUNILVR,2023,1219,9991,1132,291,235,8980,52678,29,2882,2601,3572,16385,21554,3492,50069,15215,73077,73077
HINDUNILVR,2024,1484,15469,1025,320,235,14012,53744,105,4625,2561,3535,19095,25787,3419,50983,15210,78489,78489
HINDUNILVR,2025,1648,11886,1009,318,235,10624,54335,77,3810,2475,3618,20709,28813,3372,49167,15190,79863,79863
HINDUNILVR,2026,1478,10999,880,348,235,9667,57428,76,4359,2994,3837,17071,29521,3916,48504,16351,79738,79738
HINDUNILVR,2023,,,,297,,,,88,,2657,3795,,,3588,,15623,,
HINDUNILVR,2024,,,,338,,,,110,,2595,3787,,,3542,,15926,,
HINDUNILVR,2025,,,,322,,,,124,,2694,3782,,,3605,,15919,,
HINDZINC,2023,,,,905,,,,243,,2028,3521,,,2669,,7310,,
HINDZINC,2024,,,,905,,,,285,,2678,4499,,,3527,,8614,,
HINDZINC,2025,,,,947,,,,195,,3916,6054,,,5230,,10980,,
HINDZINC,2023,,,,801,,,,218,,1964,3347,,,2610,,7282,,
HINDZINC,2024,,,,844,,,,256,,2345,3946,,,3114,,8130,,
HINDZINC,2025,,,,913,,,,240,,2234,3859,,,2985,,7771,,
HINDZINC,2021,7201,10567,1922,2531,845,8140,16808,386,12957,7980,11672,14040,6213,10574,31468,22629,45727,45727
HINDZINC,2022,2844,12691,2075,2917,845,9723,17396,290,15052,9629,16225,10147,7545,14100,33436,29440,44670,44670
HINDZINC,2023,11881,15162,2237,928,845,11587,17622,176,10107,2583,4255,5501,10654,3505,12087,8509,35467,35467
HINDZINC,2024,8722,13346,1696,937,845,9531,18151,262,10452,2038,3649,3596,9978,2723,14350,7549,33895,33895
HINDZINC,2025,10967,14160,2606,1014,845,10161,18608,251,9972,3003,4820,3304,10197,3782,12481,9087,34490,34490
HINDZINC,2026,8728,17008,3409,1048,845,11746,19937,187,14468,5033,7706,4556,11013,6751,21784,13544,42370,42370
HINDZINC,2023,,,,825,,,,232,,1729,3139,,,2305,,6791,,
HINDZINC,2024,,,,877,,,,303,,2327,4123,,,3130,,8252,,
HINDZINC,2025,,,,882,,,,259,,2649,4445,,,3542,,8549,,
HONASA,2023,,,,8,,,,3,,26,34,,,35,,488,,
HONASA,2024,,,,13,,,,3,,26,26,,,29,,518,,
HONASA,2025,,,,11,,,,3,,50,65,,,67,,602,,
HONASA,2023,,,,6,,,,1,,25,29,,,34,,464,,
HONASA,2024,,,,9,,,,3,,40,46,,,52,,554,,
HONASA,2025,,,,11,,,,3,,41,46,,,56,,595,,
HONASA,2021,1954.0,30,-0.0,2,0.01,29,21.0,1,164.0,-1332,-1334,117.0,114.0,-1325,-1765.0,460,303.0,303.0
HONASA,2022,1853.0,45,2.0,7,0.01,42,342.0,3,339.0,14,12,354.0,271.0,22,-1087.0,943,1036.0,1036.0
HONASA,2023,1885.0,-52,0.0,8,136.0,-63,252.0,2,260.0,-162,-3,464.0,278.0,-161,-1323.0,388,976.0,976.0
HONASA,2024,131.0,235,0.0,10,324.0,224,299.0,3,292.0,30,33,1049.0,413.0,39,771.0,471,1640.0,1640.0
HONASA,2025,136.0,102,0.0,12,325.0,82,302.0,3,305.0,25,27,1201.0,492.0,32,855.0,534,1808.0,1808.0
HONASA,2026,135.0,141,0.0,11,325.0,134,489.0,3,272.0,69,77,1331.0,545.0,82,1086.0,657,2092.0,2092.0
HONASA,2023,,,,6,,,,2,,29,40,,,39,,496,,
HONASA,2024,,,,11,,,,3,,-19,-31,,,-24,,462,,
HONASA,2025,,,,12,,,,3,,39,48,,,53,,538,,
HSCL,2023,,,,13,,,,21,,109,174,,,150,,1053,,
HSCL,2024,,,,15,,,,12,,141,221,,,206,,1141,,
HSCL,2025,,,,18,,,,16,,192,243,,,255,,1184,,
HSCL,2023,,,,12,,,,13,,86,134,,,119,,951,,
HSCL,2024,,,,13,,,,13,,123,192,,,179,,1200,,
HSCL,2025,,,,15,,,,16,,179,245,,,241,,1118,,
HSCL,2015,1124,212,14,59,39,184,1228,103,23,-13,124,977,329,-24,750,1437,2242,2242
HSCL,2016,887,296,31,67,42,281,1180,111,53,-19,146,798,296,-23,837,1182,2062,2062
HSCL,2017,774,205,13,33,42,201,1174,82,87,82,233,838,308,125,988,1341,2112,2112
HSCL,2018,660,258,22,33,42,195,1178,70,273,248,452,943,341,361,1373,2022,2416,2416
HSCL,2019,476,476,133,34,42,272,1170,71,179,324,560,1305,680,462,1590,2422,2788,2788
HSCL,2020,505,283,158,39,42,36,1475,55,47,205,280,882,323,194,1692,1806,2562,2562
HSCL,2021,729,-40,160,47,42,-76,1468,33,66,47,131,1098,269,65,1751,1679,2791,2791
HSCL,2022,587,331,77,50,42,308,1546,36,113,39,156,1718,999,53,1826,2791,3454,3454
HSCL,2023,842,54,94,12,43,-22,1515,13,132,76,126,1938,555,111,2237,1029,3678,3678
HSCL,2024,605,405,67,13,49,352,1534,14,478,115,180,2371,798,166,2996,1177,4449,4449
HSCL,2025,313,447,185,14,49,276,1605,9,582,155,233,2283,621,224,3672,1135,4656,4656
HSCL,2026,770,382,372,19,50,-63,1942,17,1060,208,242,2933,830,268,4656,1288,6306,6306
HSCL,2023,,,,12,,,,16,,101,158,,,139,,1005,,
HSCL,2024,,,,13,,,,11,,136,208,,,197,,1137,,
HSCL,2025,,,,17,,,,15,,176,233,,,237,,1071,,
HUDCO,2015,,-182,25,,2002,-193,75,,756,,,32259,7018,,5779,,33114,33114
HUDCO,2016,,-4965,39,,2002,-4982,73,,367,,,35415,1999,,6444,,35894,35894
HUDCO,2017,,-2598,43,,2002,-2606,72,,367,,,38857,1975,,7166,,39339,39339
HUDCO,2018,,-7830,35,,2002,-7837,71,,527,,,48281,2695,,7940,,48914,48914
HUDCO,2019,,-23400,39,,2002,-23408,71,,534,,,72185,2026,,8953,,72828,72828
HUDCO,2020,,-1336,52,,2002,-1349,65,,232,,,75777,2347,,10340,,76126,76126
HUDCO,2021,,2161,39,,2002,2150,82,,250,,,76588,2792,,11186,,76958,76958
HUDCO,2022,,-806,25,,2002,-812,93,,257,,,78518,2924,,12465,,78894,78894
HUDCO,2023,,-851,19,,2002,-853,90,,630,,,80230,2621,,13442,,80969,80969
HUDCO,2024,,-10287,15,,2002,-10283,88,,297,,,93022,2814,,14611,,93422,93422
HUDCO,2025,,-31603,16,,2002,-31624,88,,1318,,,127074,3231,,15966,,128496,128496
HUDCO,2026,,-33912,23,,2002,-33906,88,,2227,,,164500,3186,,19974,,166838,166838
HYUNDAI,2023,,,,534,,,,49,,1425,2173,,,1960,,16875,,
HYUNDAI,2024,,,,527,,,,30,,1161,1876,,,1563,,16648,,
HYUNDAI,2025,,,,569,,,,27,,1234,2018,,,1666,,17973,,
HYUNDAI,2023,,,,560,,,,37,,1329,1997,,,1788,,16624,,
HYUNDAI,2024,,,,529,,,,32,,1490,2340,,,2003,,17344,,
HYUNDAI,2025,,,,528,,,,25,,1369,2185,,,1847,,16413,,
HYUNDAI,2021,1354,5423,818,1973,813,2844,7288,165,0,1881,4249,18625,10065,2540,14499,40972,26731,26731
HYUNDAI,2022,1178,5138,529,2170,813,3885,6671,132,0,2902,5491,21158,10324,3772,16044,47378,28358,28358
HYUNDAI,2023,1189,6564,1337,2190,813,4315,6150,142,0,4709,7554,27086,13329,6346,19242,60308,34573,34573
HYUNDAI,2024,833,9252,653,558,813,6020,7614,37,0,1677,2522,18082,14850,2260,9853,17671,26349,26349
HYUNDAI,2025,850,4345,4718,530,813,-948,7105,36,0,1614,2533,18274,12951,2175,15484,17940,30097,30097
HYUNDAI,2026,1098,7321,725,584,813,3070,13070,38,7,1256,1966,20602,13292,1604,19202,18916,34404,34404
HYUNDAI,2023,,,,557,,,,35,,1628,2440,,,2232,,18660,,
HYUNDAI,2024,,,,519,,,,29,,1375,2205,,,1850,,17260,,
HYUNDAI,2025,,,,518,,,,17,,1572,2429,,,2126,,17461,,
ICICIAMC,2024,,,,66,,,,16,,2050,2777,,,2698,,3758,,
ICICIAMC,2025,,,,85,,,,19,,2651,3635,,,3533,,4977,,
ICICIAMC,2024,,,,41,,,,9,,1327,1838,,,1788,,2458,,
